language,BCP-47 code,ISO 639-3 code,ISO 639-1 code
Gongduk,,goe,
Gofa,gof_Latn,gof,
Gogo,gog_Latn,gog,
Old High German (ca. 750-1050),,goh,
Gobasi,,goi,
Gola,gol_Latn,gol,
Goan Konkani,gom_Deva,gom,
Gone Dau,,goo,
Yeretuar,,gop,
Gorap,,goq,
Gorontalo,gor_Latn,gor,
Gronings,,gos,
Gothic,,got,
Gavar,,gou,
Gorowa,,gow,
Gobu,,gox,
Goundo,,goy,
Gozarkhani,,goz,
Gupa-Abawa,,gpa,
Ghanaian Pidgin English,,gpe,
Taiap,,gpn,
Ga'anda,,gqa,
Guiqiong,,gqi,
Guana (Brazil),,gqn,
Gor,gqr_Latn,gqr,
Qau,,gqu,
Rajput Garasia,,gra,
"Greek, Ancient",grc_Grek,grc,
Guruntum-Mbaaru,,grd,
Madi,,grg,
Gbiri-Niragu,,grh,
Ghari,gri_Latn,gri,
Southern Grebo,,grj,
Kota Marudu Talantang,,grm,
Guarani,grn_Latn,grn,gn
Groma,,gro,
Gorovu,,grq,
Taznatit,,grr,
Gresi,,grs,
Garo,grt_Beng,grt,
Kistane,,gru,
Central Grebo,,grv,
Gweda,,grw,
Guriaso,,grx,
Barclayville Grebo,,gry,
Guramalum,,grz,
Gusilay,gsl_Latn,gsl,
Nema,,gsn,
"Gbaya, Southwest",gso_Latn,gso,
Wasembo,,gsp,
Swiss German,,gsw,
Guató,,gta,
Shiki,,gua,
Guajajára,gub_Latn,gub,
Wayuu,guc_Latn,guc,
"Dida, Yocoboué",gud_Latn,gud,
Gurindji,,gue,
Gupapuyngu,,guf,
Paraguayan Guaraní,gug_Latn,gug,
Guahibo,guh_Latn,guh,
Eastern Bolivian Guaraní,gui_Latn,gui,
Gujarati,guj_Gujr,guj,gu
Gumuz,guk_Ethi,guk,
Sea Island Creole English,,gul,
Misak,gum_Latn,gum,
Mbyá Guaraní,,gun,
Guayabero,guo_Latn,guo,
Gunwinggu,,gup,
Aché,guq_Latn,guq,
Farefare,gur_Latn,gur,
Maléku Jaíka,,gut,
Yanomamö,guu_Latn,guu,
Gun,,guw,
Gourmanchéma,gux_Latn,gux,
Gusii,guz_Latn,guz,
Guana (Paraguay),,gva,
Wanano,gvc_Latn,gvc,
Duwet,,gve,
Golin,,gvf,
Guajá,,gvj,
Gulay,gvl_Latn,gvl,
Gurmana,,gvm,
Kuku-Yalanji,,gvn,
Gavião Do Jiparaná,,gvo,
Pará Gavião,,gvp,
Gurung,,gvr,
Gumawana,,gvs,
Guyani,,gvy,
Mbato,,gwa,
Gwa,,gwb,
Kalami,gwc_Arab,gwc,
Gawwada,,gwd,
Gweno,gwe_Latn,gwe,
Gowro,,gwf,
Moo,,gwg,
Gwich’in,gwi_Latn,gwi,
ǀGwi,,gwj,
Awngthim,,gwm,
Gwandara,,gwn,
Gwere,gwr_Latn,gwr,
Gawar-Bati,gwt_Arab,gwt,
Guwamu,,gwu,
Kwini,,gww,
Gua,,gwx,
Wè Southern,,gxx,
Northwest Gbaya,,gya,
Garus,,gyb,
Kayardild,,gyd,
Gyem,,gye,
Gungabula,,gyf,
Gbayi,,gyg,
Gyele,,gyi,
Gayil,,gyl,
Ngäbere,gym_Latn,gym,
Guyanese Creole English,,gyn,
Gyalsumdo,,gyo,
Guarayu,gyr_Latn,gyr,
Gunya,,gyy,
Gyaazi,gyz_Latn,gyz,
Ganza,,gza,
Gazi,,gzi,
Gane,,gzn,
Han,,haa,
Gurani,,hac,
Hatam,had_Latn,had,
Eastern Oromo,,hae,
Hanga,hag_Latn,hag,
Hahon,hah_Latn,hah,
Hajong,,haj,
"Chinese, Hakka",hak_Latn,hak,
Halang,,hal,
Hewa,,ham,
Hangaza,,han,
Hakö,hao_Latn,hao,
Hupla,hap_Latn,hap,
Ha,,haq,
Harari,,har,
Haisla,,has,
Haitian Creole,hat_Latn,hat,ht
Hausa,hau_Latn,hau,ha
Havu,,hav,
Hawaiian,haw_Latn,haw,
Southern Haida,,hax,
Haya,hay_Latn,hay,
Hazaragi,,haz,
Hamba,,hba,
Huba,hbb_Latn,hbb,
Heiban,,hbn,
Ancient Hebrew,,hbo,
Serbo-Croatian,,hbs,
Habu,,hbu,
Andaman Creole Hindi,,hca,
Huichol,hch_Latn,hch,
Northern Haida,,hdn,
Hadiyya,,hdy,
Northern Qiandong Miao,,hea,
Hebrew,heb_Hebr,heb,he
Herdé,,hed,
Helong,,heg,
Hehe,heh_Latn,heh,
Heiltsuk,,hei,
Hemba,,hem,
Herero,her_Latn,her,hz
Haiǁom,,hgm,
Haigwai,,hgw,
Hoia Hoia,,hhi,
Kerak,,hhr,
Hoyahoya,,hhy,
Lamang,hia_Latn,hia,
Hibito,,hib,
Hidatsa,,hid,
"Hindi, Fiji",hif_Latn,hif,
Kamwe,hig_Latn,hig,
Pamosu,,hih,
Hinduri,,hii,
Hijuk,,hij,
Seit-Kaitetu,,hik,
Hiligaynon,hil_Latn,hil,
Hindi,hin_Deva,hin,hi
Tsoa,,hio,
Hittite,,hit,
Hiw,,hiw,
Hixkaryána,,hix,
Haji,,hji,
Kahe,,hka,
Hunde,,hke,
Poguli,,hkh,
Hunjara-Kaina Ke,hkk_Latn,hkk,
Halia,hla_Latn,hla,
Halbi,hlb_Deva,hlb,
Halang Doan,,hld,
Hlersu,,hle,
"Chin, Matu",hlt_Latn,hlt,
Hieroglyphic Luwian,,hlu,
Southern Mashan Miao,,hma,
Humburi Senni Songhay,,hmb,
Central Huishui Miao,,hmc,
Large Flowery Miao,,hmd,
Eastern Huishui Miao,,hme,
Hmong Don,,hmf,
Southwestern Guiyang Hmong,,hmg,
Southwestern Huishui Miao,,hmh,
Northern Huishui Miao,,hmi,
Gejia,,hmj,
Luopohe Miao,,hml,
Central Mashan Miao,,hmm,
Northern Mashan Miao,,hmp,
Eastern Qiandong Miao,,hmq,
Hmar,,hmr,
Southern Qiandong Miao,,hms,
Hamtai,,hmt,
Hamap,,hmu,
Hmong Dô,,hmv,
Western Mashan Miao,,hmw,
Southern Guiyang Miao,,hmy,
Sinicized Miao,,hmz,
Mina (Cameroon),,hna,
Southern Hindko,,hnd,
Chhattisgarhi,hne_Deva,hne,
Hungu,,hng,
ǁAni,,hnh,
Hani,,hni,
Mong Njua,,hnj,
Hanunoo,hnn_Latn,hnn,
Northern Hindko,hno_Arab,hno,
"Hindustani, Sarnami",hns_Latn,hns,
Hung,,hnu,
Hoava,,hoa,
Mari (Madang Province),,hob,
Ho,hoc_Orya,hoc,
Holma,,hod,
Horom,,hoe,
Hobyót,,hoh,
Holikachuk,,hoi,
Haroti,,hoj,
Holu,,hol,
Homa,,hom,
Holoholo,,hoo,
Hopi,,hop,
Horo,,hor,
Malê,,hot,
Hovongan,,hov,
Honi,,how,
Holiya,,hoy,
Hozo,,hoz,
Hpon,,hpo,
Hrangkhol,,hra,
Niwer Mil,,hrc,
Hre,,hre,
Haruku,,hrk,
Horned Miao,,hrm,
Haroi,,hro,
Nhirrpi,,hrp,
Hértevin,,hrt,
Hruso,,hru,
Croatian,hrv_Latn,hrv,hr
Hunsrik,,hrx,
Harzani,,hrz,
"Sorbian, Upper",hsb_Latn,hsb,
Xiang Chinese,,hsn,
Harsusi,,hss,
Hoti,,hti,
"Witoto, Minika",hto_Latn,hto,
Hadza,,hts,
Hitu,,htu,
Wampís,hub_Latn,hub,
ǂHua,,huc,
Huaulu,,hud,
San Francisco Del Mar Huave,hue_Latn,hue,
Humene,,huf,
Huachipaeri,,hug,
Huilliche,,huh,
Huli,hui_Latn,hui,
Northern Guiyang Miao,,huj,
Hulung,,huk,
Hula,hul_Latn,hul,
Hungana,,hum,
Hungarian,hun_Latn,hun,hu
Hu,,huo,
Hupa,,hup,
Tsat,,huq,
Halkomelem,,hur,
Huastec,hus_Latn,hus,
Humla,,hut,
"Witoto, Murui",huu_Latn,huu,
"Huave, San Mateo del Mar",huv_Latn,huv,
Hukumina,,huw,
Nüpode Huitoto,hux_Latn,hux,
Hulaulá,,huy,
Hunzib,,huz,
San Dionisio Del Mar Huave,,hve,
Haveke,,hvk,
Hawu,hvn_Latn,hvn,
Santa María Del Mar Huave,,hvv,
Wané,,hwa,
Hawaii Pidgin,hwc_Latn,hwc,
Hwana,hwo_Latn,hwo,
Hya,,hya,
Armenian,hye_Armn,hye,hy
"Armenian, Western",hyw_Armn,hyw,
Iaai,,iai,
Iatmul,,ian,
Purari,,iar,
Iban,iba_Latn,iba,
Ibibio,ibb_Latn,ibb,
Iwaidja,,ibd,
Akpes,,ibe,
Ibanag,,ibg,
Bih,,ibh,
Ibaloi,,ibl,
Agoi,,ibm,
Ibino,,ibn,
Igbo,ibo_Latn,ibo,ig
Ibuoro,,ibr,
Ibu,,ibu,
Ibani,,iby,
Ede Ica,,ica,
Etkywan,,ich,
Islander English Creole,icr_Latn,icr,
Luidakho-Luisukha-Lutirichi,ida_Latn,ida,
Indo-Portuguese,,idb,
Idon,,idc,
Ede Idaca,idd_Latn,idd,
Idere,,ide,
Idi,,idi,
Indri,,idr,
Idaté,,idt,
Idoma,idu_Latn,idu,
"Ifugao, Amganad",ifa_Latn,ifa,
"Ifugao, Batad",ifb_Latn,ifb,
Ifè,ife_Latn,ife,
Ifo,,iff,
"Ifugao, Tuwali",ifk_Latn,ifk,
Teke-Fuumu,,ifm,
"Ifugao, Mayoyao",ifu_Latn,ifu,
"Kallahan, Keley-i",ify_Latn,ify,
Ebira,,igb,
Igede,,ige,
Igana,,igg,
Igala,igl_Latn,igl,
Kanggape,,igm,
Ignaciano,ign_Latn,ign,
Isebe,,igo,
Igwe,,igw,
Iha,,ihp,
Bidhawal,,ihw,
Sichuan Yi,,iii,ii
Thiin,,iin,
Izon,ijc_Latn,ijc,
Biseni,,ije,
Ede Ije,,ijj,
Kalabari,ijn_Latn,ijn,
Southeast Ijo,,ijs,
Eastern Canadian Inuktitut,,ike,
Iko,,iki,
Ika,ikk_Latn,ikk,
Ikulu,,ikl,
Olulumo-Ikom,,iko,
Ikpeshi,,ikp,
Ikaranggal,,ikr,
Western Canadian Inuktitut,,ikt,
Iku-Gora-Ankwa,,ikv,
Ikwere,ikw_Latn,ikw,
Ik,,ikx,
Ikizu,,ikz,
Ile Ape,,ila,
Ila,ilb_Latn,ilb,
Garig-Ilgar,,ilg,
Ili Turki,,ili,
Ilongot,,ilk,
Ilocano,ilo_Latn,ilo,
Ili'uun,,ilu,
Ilue,,ilv,
Mala Malasar,,ima,
Anamgura,,imi,
Miluk,,iml,
Imonda,,imn,
Imbongu,imo_Latn,imo,
Imroing,,imr,
Milyan,,imy,
Interlingua (International Auxiliary Language Association),ina_Latn,ina,ia
Inga,inb_Latn,inb,
Indonesian,ind_Latn,ind,id
Degexit'an,,ing,
Ingush,,inh,
Jungle Inga,,inj,
Minaean,,inm,
Isinai,,inn,
Inoke-Yate,,ino,
Iñapari,,inp,
Intha,,int,
Ineseño,,inz,
Inor,,ior,
Tuma-Irumu,iou_Latn,iou,
Iowa-Oto,,iow,
Ipili,ipi_Latn,ipi,
Ipiko,,ipo,
Iquito,,iqu,
Ikwo,iqw_Latn,iqw,
Iresim,,ire,
Irarutu,,irh,
Rigwe,iri_Latn,iri,
Iraqw,irk_Latn,irk,
Irántxe,,irn,
Irula,,iru,
Kamberau,,irx,
Iraya,,iry,
Isabi,,isa,
Isconahua,,isc,
Isnag,,isd,
Esan,ish_Latn,ish,
Nkem-Nkum,,isi,
Ishkashimi,,isk,
Icelandic,isl_Latn,isl,is
Masimasi,,ism,
Isanzu,,isn,
Isoko,iso_Latn,iso,
Istriot,,ist,
Isu (Menchum Division),,isu,
Italian,ita_Latn,ita,it
Binongan Itneg,,itb,
Southern Tidung,,itd,
Itene,,ite,
Inlaod Itneg,,iti,
Judeo-Italian,,itk,
Itelmen,itl_Cyrl,itl,
Itu Mbon Uzo,,itm,
Itonama,,ito,
Iteri,,itr,
Isekiri,its_Latn,its,
Maeng Itneg,,itt,
Itawit,itv_Latn,itv,
Ito,itw_Latn,itw,
Itik,,itx,
Moyadan Itneg,,ity,
Itzá,itz_Latn,itz,
Iu Mien,,ium,
Ibatan,,ivb,
Ivatan,,ivv,
I-Wak,,iwk,
Iwam,,iwm,
Iwur,,iwo,
Sepik Iwam,,iws,
Ixcatec,,ixc,
Ixil,ixl_Latn,ixl,
Iyayu,,iya,
Mesaka,,iyo,
Yaka (Congo),,iyx,
Ingrian,,izh,
Izere,izr_Latn,izr,
Izii,izz_Latn,izz,
Jamamadí,,jaa,
Hyam,,jab,
Jakalteko,jac_Latn,jac,
Jahanka,,jad,
Yabem,,jae,
Jara,,jaf,
Jah Hut,,jah,
Zazao,,jaj,
Jakun,,jak,
Yalahatan,jal_Latn,jal,
Jamaican English Creole,jam_Latn,jam,
Jandai,,jan,
Yanyuwa,,jao,
Yaqay,,jaq,
New Caledonian Javanese,,jas,
Jakati,,jat,
Yaur,,jau,
Javanese,jav_Latn,jav,jv
Jambi Malay,jax_Latn,jax,
Yan-nhangu,,jay,
Jawe,,jaz,
Badjiri,,jbi,
Arandai,,jbj,
Barikewa,,jbk,
Nafusi,,jbn,
Jofotek-Bromnya,,jbr,
Jabutí,,jbt,
Jukun Takum,jbu_Latn,jbu,
Yawijibaya,,jbw,
Krymchak,,jct,
Jad,,jda,
Jadgali,,jdg,
Judeo-Tat,,jdt,
Jebero,,jeb,
Jerung,,jee,
Jeh,,jeh,
Yei,,jei,
Jeri Kuo,,jek,
Yelmek,,jel,
Dza,jen_Latn,jen,
Jere,,jer,
Manem,,jet,
Jonkor Bourmataguil,,jeu,
Ngbee,,jgb,
Judeo-Georgian,,jge,
Ngomba,,jgo,
Jehai,,jhi,
Jina,,jia,
Jibu,,jib,
Tol,jic_Latn,jic,
Bu (Kaduna State),,jid,
Jilbe,,jie,
Jingulu,,jig,
sTodsde,,jih,
Jiiddu,,jii,
Jilim,,jil,
Jimi (Cameroon),,jim,
Jiamao,,jio,
Lavrung,,jiq,
Jita,,jit,
Youle Jinuo,,jiu,
Shuar,jiv_Latn,jiv,
Buyuan Jinuo,,jiy,
Jejueo,,jje,
Kaera,,jka,
Mobwa Karen,,jkm,
Kubo,,jko,
Koro (India),,jkr,
Labir,,jku,
Ngile,,jle,
Dima,,jma,
Zumbun,,jmb,
Machame,jmc_Latn,jmc,
Yamdena,jmd_Latn,jmd,
Jimi (Nigeria),,jmi,
Jumli,,jml,
Makuri Naga,,jmn,
Kamara,,jmr,
Mashi (Nigeria),,jms,
Mouwase,,jmw,
Western Juxtlahuaca Mixtec,jmx_Latn,jmx,
Jangshung,,jna,
Jandavra,,jnd,
Yangman,,jng,
Janji,,jni,
Yemsa,,jnj,
Rawat,,jnl,
Jaunsari,,jns,
Joba,,job,
Wojenaka,,jod,
Jorá,,jor,
Jowulu,,jow,
Japanese,jpn_Jpan,jpn,ja
Judeo-Persian,,jpr,
Jaqaru,jqr_Latn,jqr,
Jarai,,jra,
Jiru,,jrr,
Japrería,,jru,
Júma,,jua,
Wannu,,jub,
Jurchen,,juc,
Worodougou,,jud,
Hõne,,juh,
Ngadjuri,,jui,
Wapan,juk_Latn,juk,
Jirel,,jul,
Jumjum,,jum,
Juang,jun_Orya,jun,
Jiba,juo_Latn,juo,
Hupdë,,jup,
Jurúna,,jur,
Jutish,,jut,
Ju,,juu,
Wãpha,,juw,
Juray,,juy,
Javindo,,jvd,
"Javanese, Suriname",jvn_Latn,jvn,
Jwira-Pepesa,,jwi,
Jiarong,,jya,
Judeo-Yemeni Arabic,,jye,
Jaya,,jyy,
Karakalpak,kaa_Cyrl,kaa,
Amazigh,kab_Latn,kab,
Jingpho,kac_Latn,kac,
Adara,,kad,
Ketangalan,,kae,
Katso,,kaf,
Kajaman,,kag,
Kara (Central African Republic),,kah,
Karekare,kai_Latn,kai,
Jju,kaj_Latn,kaj,
Kalanguya,kak_Latn,kak,
Greenlandic,,kal,kl
Kamba,kam_Latn,kam,
Kannada,kan_Knda,kan,kn
Xaasongaxango,kao_Latn,kao,
Bezhta,,kap,
Capanahua,kaq_Latn,kaq,
Kashmiri,kas_Arab,kas,ks
Georgian,kat_Geor,kat,ka
Kawi,,kaw,
Kao,,kax,
Kamayurá,kay_Latn,kay,
Kazakh,kaz_Cyrl,kaz,kk
Kalarko,,kba,
Kaxuiâna,,kbb,
Kadiwéu,,kbc,
Kabardian,kbd_Cyrl,kbd,
Kanju,,kbe,
Khamba,,kbg,
Camsá,,kbh,
Kaptiau,,kbi,
Kari,,kbj,
Grass Koiari,,kbk,
Kanembu,kbl_Latn,kbl,
Iwal,,kbm,
Kare (Central African Republic),,kbn,
Keliko,kbo_Latn,kbo,
Kabiyè,kbp_Latn,kbp,
Kamano,kbq_Latn,kbq,
Kafa,kbr_Latn,kbr,
Kande,,kbs,
Abadi,kbt_Latn,kbt,
Kabutra,,kbu,
Dera (Indonesia),,kbv,
Kaiep,,kbw,
Ap Ma,,kbx,
"Kanuri, Manga",kby_Latn,kby,
Duhwa,,kbz,
Khanty,kca_Cyrl,kca,
Kawacha,,kcb,
Lubila,,kcc,
Ngkâlmpw Kanum,,kcd,
Ukaan,,kcf,
Tyap,kcg_Latn,kcg,
Kamantan,,kci,
Kobiana,,kcj,
Kalanga,,kck,
Kela (Papua New Guinea),,kcl,
Gula (Central African Republic),,kcm,
Nubi,kcn_Latn,kcn,
Kinalakna,,kco,
Kanga,,kcp,
Kamo,kcq_Latn,kcq,
Katla,,kcr,
Koenoem,,kcs,
Kaian,,kct,
Kami (Tanzania),,kcu,
Kete,,kcv,
Kabwari,,kcw,
Kachama-Ganjule,,kcx,
Korandje,,kcy,
Konongo,,kcz,
Worimi,,kda,
Kutu,kdc_Latn,kdc,
Yankunytjatjara,,kdd,
Makonde,kde_Latn,kde,
Mamusi,,kdf,
Seba,,kdg,
Tem,kdh_Latn,kdh,
Kumam,kdi_Latn,kdi,
Ng’akarimojong,kdj_Latn,kdj,
Numèè,,kdk,
Tsikimba,kdl_Latn,kdl,
Kagoma,,kdm,
Kunda,kdn_Latn,kdn,
Kaningdon-Nindem,,kdp,
Koch,,kdq,
Karaim,,kdr,
Kuay,kdt_Khmr,kdt,
Kadaru,,kdu,
Koneraw,,kdw,
Kam,,kdx,
Keijar,,kdy,
Kwaja,,kdz,
Kabuverdianu,kea_Latn,kea,
Kélé,,keb,
Keiga,,kec,
Kerewe,,ked,
Eastern Keres,,kee,
Kpessi,,kef,
Tese,,keg,
Keak,,keh,
Kei,,kei,
Kadar,,kej,
Q’eqchi’,kek_Latn,kek,
Kela (Democratic Republic of Congo),,kel,
Kemak,,kem,
Kenyang,ken_Latn,ken,
Kakwa,keo_Latn,keo,
Kaikadi,,kep,
Kamar,,keq,
Kera,ker_Latn,ker,
Kugbo,,kes,
Ket,,ket,
Akebu,keu_Latn,keu,
Kanikkaran,,kev,
West Kewa,,kew,
Kupia,key_Telu,key,
Kukele,kez_Latn,kez,
Kodava,,kfa,
"Kolami, Northwestern",kfb_Deva,kfb,
Konda-Dora,,kfc,
Korra Koraga,,kfd,
Kota (India),,kfe,
Koya,kff_Telu,kff,
Kudiya,,kfg,
Kurichiya,,kfh,
Kinnauri,kfk_Deva,kfk,
Kung,,kfl,
Khunsari,,kfm,
Kuk,,kfn,
Koro (Côte d'Ivoire),,kfo,
Korwa,,kfp,
Korku,kfq_Deva,kfq,
Kutchi,kfr_Gujr,kfr,
Bilaspuri,kfs_Deva,kfs,
Kanjari,,kft,
Katkari,,kfu,
Kurmukar,,kfv,
"Naga, Kharam",kfw_Latn,kfw,
"Pahari, Kullu",kfx_Deva,kfx,
Kulvi,kfx_Deva,kfx,
Kumaoni,,kfy,
Koromfé,,kfz,
Koyaga,,kga,
Kawe,,kgb,
Komering,,kge,
Kube,,kgf,
Kusunda,,kgg,
Gamale Kham,,kgj,
Kaiwá,,kgk,
Kunggari,,kgl,
Karingani,,kgn,
Krongo,,kgo,
Kaingang,,kgp,
Kamoro,,kgq,
Abun,,kgr,
Kumbainggar,,kgs,
Somyev,,kgt,
Kobol,,kgu,
Karas,,kgv,
Karon Dori,,kgw,
Kamaru,,kgx,
Kyerung,,kgy,
Khasi,kha_Latn,kha,
Lü,,khb,
Tukang Besi North,,khc,
Bädi Kanum,,khd,
Korowai,,khe,
Khuen,,khf,
"Tibetan, Khams",khg_Tibt,khg,
Kehu,,khh,
Kuturmi,,khj,
Halh Mongolian,khk_Cyrl,khk,
Lusi,,khl,
Khmer,khm_Khmr,khm,km
Khandesi,,khn,
Sakan,,kho,
Kapori,,khp,
"Songhay, Koyra Chiini",khq_Latn,khq,
Kharia,,khr,
Kasua,,khs,
Khamti,,kht,
Nkhumbi,,khu,
Khvarshi,,khv,
Khowar,khw_Arab,khw,
Kanu,,khx,
Kele (Democratic Republic of Congo),,khy,
Keapara,,khz,
Kim,kia_Latn,kia,
Koalib,,kib,
Kickapoo,,kic,
Koshin,,kid,
Kibet,,kie,
Eastern Parbate Kham,,kif,
Kimaghima,,kig,
Kilmeri,,kih,
Kitsai,,kii,
Kilivila,kij_Latn,kij,
Gikuyu,kik_Latn,kik,ki
Kariya,,kil,
Karagas,,kim,
Kinyarwanda,kin_Latn,kin,rw
Kiowa,,kio,
Sheshi Kham,,kip,
Kosare,,kiq,
Kyrgyz,kir_Cyrl,kir,ky
Kis,,kis,
Agob,,kit,
Kirmanjki,,kiu,
Kimbu,,kiv,
Northeast Kiwai,,kiw,
Khiamniungan Naga,kix_Latn,kix,
Kirikiri,,kiy,
Kisi,,kiz,
Mlap,,kja,
Q’anjob’al,kjb_Latn,kjb,
Coastal Konjo,kjc_Latn,kjc,
Southern Kiwai,,kjd,
Kisar,kje_Latn,kje,
Khmu,kjg_Latn,kjg,
Khakas,kjh_Cyrl,kjh,
Zabana,,kji,
Khinalugh,,kjj,
Highland Konjo,kjk_Latn,kjk,
Western Parbate Kham,,kjl,
Kháng,,kjm,
Kunjen,,kjn,
Harijan Kinnauri,,kjo,
Pwo Eastern Karen,,kjp,
Western Keres,,kjq,
Kurudu,,kjr,
East Kewa,,kjs,
Phrae Pwo Karen,,kjt,
Kashaya,,kju,
Kaikavian Literary Language,,kjv,
Ramopa,,kjx,
Erave,,kjy,
Bumthangkha,,kjz,
Kakanda,,kka,
Kwerisa,,kkb,
Odoodee,,kkc,
Kinuku,,kkd,
Kakabe,,kke,
Kalaktang Monpa,,kkf,
Mabaka Valley Kalinga,,kkg,
Khün,,kkh,
Kagulu,kki_Latn,kki,
Kako,kkj_Latn,kkj,
Kokota,,kkk,
Kosarek Yale,,kkl,
Kiong,,kkm,
Karko,,kko,
Koko-Bera,,kkp,
Kaeku,,kkq,
Kir-Balar,,kkr,
Giiwo,,kks,
Koi,,kkt,
Kangean,,kkv,
Teke-Kukuya,,kkw,
Kohin,,kkx,
Guugu Yimidhirr,,kky,
Kaska,,kkz,
Klamath-Modoc,,kla,
Kiliwa,,klb,
Kolbila,,klc,
Gamilaraay,,kld,
Kulung,kle_Deva,kle,
Kendeje,,klf,
Tagakaulo,,klg,
Weliki,,klh,
Kalumpang,,kli,
Khalaj,,klj,
Kono (Nigeria),,klk,
Kagan Kalagan,,kll,
Migum,,klm,
Kalenjin,kln_Latn,kln,
Kapya,,klo,
Kamasa,,klp,
Rumu,,klq,
Khaling,,klr,
Kalasha,kls_Latn,kls,
Nukna,,klt,
Klao,klu_Latn,klu,
Maskelynes,klv_Latn,klv,
Tado,klw_Latn,klw,
Koluwawa,,klx,
Kalao,,kly,
Kabola,,klz,
Konni,kma_Latn,kma,
Southern Dong,,kmc,
"Kalinga, Majukayang",kmd_Latn,kmd,
Bakole,,kme,
Kare (Papua New Guinea),,kmf,
Kâte,,kmg,
Kalam,,kmh,
Kami (Nigeria),,kmi,
Kumarbhag Paharia,,kmj,
Limos Kalinga,,kmk,
"Kalinga, Tanudan",kml_Latn,kml,
Kom (India),,kmm,
Awtuw,,kmn,
Kwoma,,kmo,
Gimme,,kmp,
Kwama,,kmq,
"Kurdish, Northern",,kmr-script_arabic,
Kamasau,,kms,
Kemtuik,,kmt,
Kanite,kmu_Latn,kmu,
Karipúna Creole French,,kmv,
Komo (Democratic Republic of Congo),,kmw,
Waboda,,kmx,
Koma,kmy_Latn,kmy,
Khorasani Turkish,,kmz,
Dera (Nigeria),kna_Latn,kna,
"Kalinga, Lubuagan",knb_Latn,knb,
Central Kanuri,knc_Latn,knc,
Konda,,knd,
Kankanaey,kne_Latn,kne,
Mankanya,knf_Latn,knf,
Koongo,,kng,
Kanufi,,kni,
Akateko,knj_Latn,knj,
Kuranko,knk_Latn,knk,
Keninjal,,knl,
Kanamarí,,knm,
Konkani,knn_Deva,knn,
Kono,kno_Latn,kno,
Kwanja,,knp,
Kintaq,,knq,
Kaningra,,knr,
Kensiu,,kns,
Panoan Katukína,,knt,
Kono (Guinea),,knu,
Tabo,,knv,
Kung-Ekoka,,knw,
Salako,,knx,
Kanyok,,kny,
Kalamsé,,knz,
Konomala,,koa,
Kpati,,koc,
Kodi,,kod,
Kacipo-Bale Suri,,koe,
Kubi,,kof,
Kogi,kog_Latn,kog,
Koyo,,koh,
Komi-Permyak,,koi,
Kol (Papua New Guinea),kol_Latn,kol,
Konzo,koo_Latn,koo,
Waube,,kop,
Kota (Gabon),,koq,
Korean,kor_Hang,kor,ko
Kosraean,,kos,
Lagwan,,kot,
Koke,,kou,
Kudu-Camo,,kov,
Kugama,,kow,
Koyukon,,koy,
Korak,,koz,
Kutto,,kpa,
Mullu Kurumba,,kpb,
Curripaco,,kpc,
Koba,,kpd,
Komba,,kpf,
Kapingamarangi,,kpg,
Kplang,,kph,
Kofei,,kpi,
Karajá,,kpj,
Kpan,,kpk,
Kpala,,kpl,
Koho,,kpm,
Kepkiriwát,,kpn,
Ikposo,kpo_Latn,kpo,
Korupun-Sela,kpq_Latn,kpq,
Korafe-Yegha,,kpr,
Tehit,kps_Latn,kps,
Karata,,kpt,
Kafoa,,kpu,
Komi-Zyrian,kpv_Cyrl,kpv,
Kobon,,kpw,
Mountain Koiali,,kpx,
Koryak,kpy_Cyrl,kpy,
Kupsapiiny,kpz_Latn,kpz,
Mum,,kqa,
Kovai,,kqb,
Doromu-Koki,,kqc,
Koy Sanjaq Surat,,kqd,
Kalagan,kqe_Latn,kqe,
Kakabai,,kqf,
Khe,,kqg,
Koitabu,,kqi,
Koromira,,kqj,
Kotafon Gbe,,kqk,
Kyenele,,kql,
Khisa,,kqm,
Kaonde,,kqn,
Eastern Krahn,kqo_Latn,kqo,
Kimré,kqp_Latn,kqp,
Krenak,,kqq,
Kimaragang,kqr_Latn,kqr,
Northern Kissi,,kqs,
Klias River Kadazan,,kqt,
Seroa,,kqu,
Okolod,,kqv,
Kandas,,kqw,
Mser,,kqx,
Koorete,kqy_Ethi,kqy,
Korana,,kqz,
Kumhali,,kra,
Karkin,,krb,
Karachay-Balkar,krc_Cyrl,krc,
Kairui-Midiki,,krd,
Panará,,kre,
Koro (Vanuatu),,krf,
Kurama,,krh,
Krio,kri_Latn,kri,
Kinaray-a,krj_Latn,krj,
Kerek,,krk,
Karelian,krl_Latn,krl,
Sapo,,krn,
Korop,,krp,
Krung,krr_Khmr,krr,
Gbaya,krs_Latn,krs,
Tumari Kanuri,,krt,
Kurux,kru_Deva,kru,
Kavet,,krv,
Western Krahn,,krw,
Karon,krx_Latn,krx,
Kryts,,kry,
Sota Kanum,,krz,
Shambala,ksb_Latn,ksb,
Southern Kalinga,,ksc,
Kuanua,ksd_Latn,ksd,
Kuni,,kse,
Bafia,ksf_Latn,ksf,
Kusaghe,,ksg,
Kölsch,,ksh,
Krisa,,ksi,
Uare,,ksj,
Kansa,,ksk,
Kumalu,,ksl,
Kumba,,ksm,
Kasiguranin,,ksn,
Kaba,,ksp,
